|post_id|post_text|comment_id|comment_text|author_name|favorite_count|retweet_count
47|1348719159845158912|"Her moon is in Leo, her Cancer is sun ✨ @LanaDelRey dives into the mystic with #ChemtrailsOverTheCountryClub 
https://t.co/kuM5KGOh6r"|1348858139957886977|"@Spotify I Recommendated a song from @5ecretNumber with song ""Holiday."" play &amp; listen the song here.
https://t.co/pi2Q4zMlOg"|BR|2|0
48|1348719159845158912|"Her moon is in Leo, her Cancer is sun ✨ @LanaDelRey dives into the mystic with #ChemtrailsOverTheCountryClub 
https://t.co/kuM5KGOh6r"|1348857753612128257|"@Spotify @LanaDelRey I Recommendated a song from @5ecretNumber with song ""Privacy."" play &amp; listen the song here.
https://t.co/QmbF4wVk3H"|BR|1|0
49|1348719159845158912|"Her moon is in Leo, her Cancer is sun ✨ @LanaDelRey dives into the mystic with #ChemtrailsOverTheCountryClub 
https://t.co/kuM5KGOh6r"|1348857253902700545|"@Spotify @LanaDelRey I Recommendated a new song from @5ecretNumber ""Got That Boom"" play &amp; listen the song here
https://t.co/Ak2u4KLXPE"|BR|1|0
50|1348719159845158912|"Her moon is in Leo, her Cancer is sun ✨ @LanaDelRey dives into the mystic with #ChemtrailsOverTheCountryClub 
https://t.co/kuM5KGOh6r"|1348838611588931585|@Spotify @LanaDelRey SOTY and AOTY wbk 🥰|stikky 🐺|0|0
51|1348719159845158912|"Her moon is in Leo, her Cancer is sun ✨ @LanaDelRey dives into the mystic with #ChemtrailsOverTheCountryClub 
https://t.co/kuM5KGOh6r"|1348837834149556224|@Spotify @LanaDelRey Put it in Today's Top Hits 🔥|𝙛𝙡𝙤𝙧𝙞𝙙𝙖 𝙠𝙞𝙡𝙤𝙨 🍚|0|0
52|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349342091701329921|@Spotify @Louis_Tomlinson YESS|løla streaming walls⁹¹|0|0
53|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349331615760179200|@Spotify @HLDMedia @Louis_Tomlinson Sisi Spotify ya sabemos que sos larrie|isaaa|0|0
54|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349278184177483777|"@Spotify @Louis_Tomlinson @Spotify @SpotifyKDaebak  make a ""This is IU"" playlist on spotify.. she's gonna have a comeback on 27"|Leeji∞nᴵᵁ⁵•I'M LISTENING•☘️|0|0
55|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349241811173310464|"@Spotify @Louis_Tomlinson follow and stream besties! #ThisIsLouisTomlinson

  https://t.co/0FUyAKwLwE"|sabrina|0|0
56|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349226354819166209|@Spotify @Louis_Tomlinson @kondratyevich beğen öabuk acele et|m 43|1|0
57|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349198528405504001|@Spotify @Louis_Tomlinson FINALLY OMFG 🙄🙄|dominique ;)|1|0
